Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
0.30000	nan	nan	0.52756	0.50340	nan	nan
0.32069	nan	nan	0.54382	0.47419	nan	nan
0.34138	nan	nan	0.54057	0.46272	nan	nan
0.36207	0.78571	0.30124	0.38465	0.60792	0.40106	0.67847
0.38276	0.71429	0.39309	0.37506	0.62000	0.33923	0.73411
0.40345	0.75000	0.34233	-0.09845	0.94230	0.84845	1.00255
0.42414	0.72222	0.37383	0.00005	0.76168	0.72217	0.84847
0.44483	0.55000	0.40873	0.36639	0.48010	0.18361	0.63052
0.46552	0.33333	0.54885	0.38912	0.45168	-0.05579	0.71081
0.48621	-0.08889	0.84122	0.33423	0.48372	-0.42312	0.97037
0.50690	-0.28333	0.92284	-0.00645	0.62735	-0.27688	1.11589
0.52759	-0.18462	0.84656	-0.01070	0.63721	-0.17392	1.05957
0.54828	-0.20000	0.84651	-0.00350	0.61671	-0.19650	1.04733
0.56897	-0.48571	1.02218	-0.49210	0.91975	0.00639	1.37506
0.58966	-0.57143	0.99440	-0.53557	0.93604	-0.03586	1.36565
0.61034	-0.48077	0.89370	-0.49681	0.89578	0.01604	1.26536
0.63103	-0.87500	1.12239	-0.40498	0.83731	-0.47002	1.40030
0.65172	-1.30208	1.35036	-0.39759	0.80670	-0.90449	1.57297
0.67241	-2.43269	1.90620	-0.08012	0.59955	-2.35257	1.99826
0.69310	-1.78906	1.51213	-0.45288	0.79762	-1.33618	1.70960
0.71379	-0.89732	0.91535	-0.39792	0.75017	-0.49940	1.18348
0.73448	-0.35294	0.62501	-0.56225	0.81659	0.20931	1.02833
0.75517	-0.29412	0.59239	-0.70093	0.87947	0.40682	1.06038
0.77586	-0.07955	0.49540	-1.07112	1.05823	0.99157	1.16845
0.79655	-0.01852	0.44708	-1.06717	1.01938	1.04866	1.11311
0.81724	-0.13400	0.47392	-0.78122	0.84744	0.64722	0.97096
0.83793	-0.07407	0.41809	-0.11521	0.47104	0.04113	0.62983
0.85862	-0.23647	0.46834	-0.22930	0.51077	-0.00716	0.69299
0.87931	-0.18367	0.43838	-0.46278	0.58836	0.27911	0.73372
0.90000	-0.12500	0.39885	-0.57154	0.61957	0.44654	0.73685
