Boundary	Data 2PSVJ_NonClosure	Data 2PSVJ_NC_err	Background MC 2PSVJ_NonClosure	Background MC 2PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.34103	0.23746	0.01818	0.52337	-0.35922	0.57472
225.86207	-0.32898	0.23476	0.01803	0.52354	-0.34701	0.57376
226.72414	-0.35923	0.22897	0.08099	0.46589	-0.44022	0.51912
227.58621	-0.30242	0.21873	0.08583	0.46359	-0.38825	0.51260
228.44828	-0.33016	0.22336	0.08902	0.46208	-0.41918	0.51323
229.31034	-0.34424	0.22571	0.08616	0.46356	-0.43041	0.51559
230.17241	-0.34424	0.22571	0.08433	0.46452	-0.42858	0.51646
231.03448	-0.30065	0.21206	0.09584	0.38298	-0.39649	0.43777
231.89655	-0.28870	0.21008	0.09241	0.38427	-0.38111	0.43794
232.75862	-0.29223	0.21067	0.09593	0.38273	-0.38816	0.43688
233.62069	-0.31099	0.20354	0.15552	0.34020	-0.46651	0.39644
234.48276	-0.29587	0.20118	0.12438	0.35147	-0.42026	0.40497
235.34483	-0.29674	0.20139	0.12534	0.35100	-0.42208	0.40467
236.20690	-0.26630	0.19663	0.13039	0.34900	-0.39669	0.40058
237.06897	-0.26630	0.19663	0.12884	0.34957	-0.39515	0.40108
237.93103	-0.28239	0.19924	0.12309	0.35169	-0.40548	0.40421
238.79310	-0.29823	0.20177	0.12079	0.35254	-0.41903	0.40620
239.65517	-0.29878	0.20193	0.11689	0.35397	-0.41568	0.40751
240.51724	-0.34073	0.20155	0.16289	0.32632	-0.50363	0.38354
241.37931	-0.30928	0.19681	0.15924	0.32788	-0.46852	0.38241
242.24138	-0.24319	0.19348	0.19598	0.30939	-0.43916	0.36491
243.10345	-0.28783	0.20090	0.16052	0.32150	-0.44835	0.37910
243.96552	-0.27579	0.19904	0.16555	0.31971	-0.44134	0.37660
244.82759	-0.27804	0.19979	0.15483	0.32355	-0.43287	0.38026
245.68966	-0.29257	0.20248	0.14774	0.32621	-0.44031	0.38394
246.55172	-0.33533	0.21013	0.13815	0.32975	-0.47348	0.39101
247.41379	-0.23017	0.18549	0.15725	0.31054	-0.38742	0.36172
248.27586	-0.23960	0.18730	0.15822	0.31054	-0.39782	0.36266
249.13793	-0.19563	0.18153	0.13997	0.31692	-0.33560	0.36523
250.00000	-0.14179	0.17762	0.32697	0.23789	-0.46876	0.29689
