Boundary	Data 3PSVJ_NonClosure	Data 3PSVJ_NC_err	Background MC 3PSVJ_NonClosure	Background MC 3PSVJ_NC_err	Diff(Data-MC)	Diff_er(Data-MC)r
225.00000	-0.20000	1.71114	0.77719	0.28275	-0.97719	1.73434
225.86207	-0.20000	1.71114	0.77719	0.28275	-0.97719	1.73434
226.72414	0.14286	1.20495	0.64993	0.46720	-0.50708	1.29235
227.58621	0.14286	1.20495	0.64993	0.46720	-0.50708	1.29235
228.44828	0.14286	1.20495	0.55582	0.56475	-0.41297	1.33073
229.31034	0.14286	1.20495	0.55582	0.56475	-0.41297	1.33073
230.17241	0.14286	1.20495	0.55582	0.56475	-0.41297	1.33073
231.03448	0.60000	0.55857	0.29477	0.79897	0.30523	0.97486
231.89655	0.60000	0.55857	0.29645	0.79657	0.30355	0.97289
232.75862	0.80000	0.27325	0.29645	0.79657	0.50355	0.84213
233.62069	0.80000	0.27325	0.28615	0.71297	0.51385	0.76354
234.48276	0.80000	0.27325	0.35900	0.62960	0.44100	0.68634
235.34483	0.80000	0.27325	0.35900	0.62960	0.44100	0.68634
236.20690	0.80000	0.27325	0.26910	0.70492	0.53090	0.75603
237.06897	0.80000	0.27325	0.26910	0.70492	0.53090	0.75603
237.93103	0.80000	0.27325	0.48471	0.49217	0.31529	0.56294
238.79310	0.80000	0.27325	0.53061	0.43633	0.26939	0.51483
239.65517	0.80000	0.27325	0.53128	0.43564	0.26872	0.51424
240.51724	0.83333	0.22567	0.19848	0.76586	0.63485	0.79842
241.37931	0.83333	0.22567	0.20002	0.74947	0.63331	0.78271
242.24138	nan	nan	0.04513	0.97023	nan	nan
243.10345	nan	nan	0.22144	0.79430	nan	nan
243.96552	nan	nan	0.17327	0.84342	nan	nan
244.82759	0.75000	0.33072	0.17327	0.84342	0.57673	0.90595
245.68966	0.75000	0.33072	0.24874	0.77163	0.50126	0.83952
246.55172	0.75000	0.33072	0.30872	0.71872	0.44128	0.79116
247.41379	0.75000	0.33072	0.57558	0.43715	0.17442	0.54816
248.27586	0.75000	0.33072	0.17971	0.83992	0.57029	0.90269
249.13793	0.33333	0.76980	0.32992	0.57858	0.00342	0.96299
250.00000	0.78571	0.30124	0.35288	0.51599	0.43283	0.59749
